Concurso,Data do Sorteio,Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Acumulado,Sorteio Especial
418,2002-11-30,8,15,32,45,49,52,2,82,5133,false,false
419,2002-12-04,9,16,41,42,52,53,0,30,1594,true,false
420,2002-12-07,12,29,30,43,57,59,0,83,5614,true,false
421,2002-12-11,5,35,37,38,45,51,0,47,4716,true,false
422,2002-12-14,12,37,43,55,56,60,0,80,6516,true,false
423,2002-12-18,8,22,32,33,40,53,0,66,4178,true,false
424,2002-12-21,18,27,29,36,46,59,0,91,7389,true,false
425,2002-12-28,6,10,16,34,42,47,1,279,17411,false,false
426,2003-01-04,7,30,32,37,50,54,0,58,3139,true,false
427,2003-01-08,3,13,14,24,43,51,0,48,3563,true,false
428,2003-01-11,8,28,30,32,46,60,0,48,3734,true,false
429,2003-01-15,17,26,32,36,43,55,0,44,3300,true,false
430,2003-01-18,8,10,21,25,38,50,1,85,6944,false,false
431,2003-01-22,26,37,40,47,52,58,0,20,1184,true,false
432,2003-01-25,4,13,17,27,39,50,0,54,4278,true,false
433,2003-01-29,16,17,28,30,36,54,0,31,2332,true,false
434,2003-02-01,4,10,17,24,30,54,0,84,4870,true,false
435,2003-02-05,10,11,17,31,37,43,0,55,3243,true,false
436,2003-02-08,1,6,7,29,48,57,0,47,4696,true,false
437,2003-02-12,7,10,30,44,54,59,0,33,2829,true,false
438,2003-02-15,3,5,11,14,38,48,0,65,6276,true,false
439,2003-02-19,13,20,29,42,43,57,0,65,4407,true,false
440,2003-02-22,3,5,23,30,46,47,0,139,10120,true,false
441,2003-02-26,2,10,15,21,58,59,0,121,6941,true,false
442,2003-03-01,6,15,23,31,37,59,1,135,9944,false,false
443,2003-03-08,11,17,26,36,48,52,0,47,3738,true,false
444,2003-03-12,3,24,33,48,52,57,0,43,3332,true,false
445,2003-03-15,7,20,31,32,50,53,0,31,3101,true,false
446,2003-03-19,8,11,12,17,20,47,2,65,5039,false,false
447,2003-03-22,15,24,25,33,42,55,0,55,5613,true,false
448,2003-03-26,3,5,9,45,51,52,0,40,2999,true,false
449,2003-03-29,1,8,24,34,49,56,0,55,3656,true,false
450,2003-04-02,1,9,13,50,51,59,0,108,6194,true,false
451,2003-04-05,17,18,23,28,31,53,0,87,7368,true,false
452,2003-04-09,11,16,30,36,51,54,0,76,6317,true,false
453,2003-04-12,8,20,23,34,52,58,0,120,7882,true,false
454,2003-04-16,4,17,24,42,46,56,0,275,16564,true,false
455,2003-04-19,2,14,15,17,50,59,0,86,7989,true,false
456,2003-04-23,3,17,22,27,33,40,0,221,16964,true,false
457,2003-04-26,15,17,24,27,32,48,3,480,31340,false,false
458,2003-04-30,13,24,32,34,43,53,0,82,3921,true,false
459,2003-05-03,8,15,17,39,43,49,0,62,4197,true,false
460,2003-05-07,19,23,30,37,49,55,0,155,9464,true,false
461,2003-05-10,15,17,20,29,30,60,0,189,8312,true,false
462,2003-05-14,17,19,22,26,27,48,0,212,14463,true,false
463,2003-05-17,2,3,7,18,45,53,0,166,15269,true,false
464,2003-05-21,6,24,33,38,45,50,1,241,15457,false,false
465,2003-05-24,1,22,31,46,51,57,0,19,2175,true,false
466,2003-05-28,11,16,28,29,30,45,0,64,3582,true,false
467,2003-05-31,8,18,21,22,38,60,0,45,3907,true,false
468,2003-06-04,5,6,23,25,39,51,0,58,4701,true,false
469,2003-06-07,13,21,26,29,42,47,2,187,8798,false,false
470,2003-06-11,8,11,23,37,51,58,0,86,6094,true,false
471,2003-06-14,5,31,32,36,51,59,0,76,5490,true,false
472,2003-06-18,3,4,12,29,38,51,0,82,6518,true,false
473,2003-06-21,7,23,41,49,51,58,0,65,6524,true,false
474,2003-06-25,3,12,32,34,40,50,0,56,6910,true,false
475,2003-06-28,6,8,19,22,43,52,0,156,13235,true,false
476,2003-07-02,17,20,38,43,55,58,0,163,11465,true,false
477,2003-07-05,6,8,18,34,38,47,3,279,21958,false,false
478,2003-07-09,3,8,21,25,30,31,0,92,4876,true,false
479,2003-07-12,20,26,41,46,54,58,0,32,2834,true,false
480,2003-07-16,14,33,36,38,41,49,0,112,8589,true,false
481,2003-07-19,6,13,22,24,42,44,3,359,19465,false,false
482,2003-07-23,12,13,33,53,54,56,0,41,2929,true,false
483,2003-07-26,16,18,23,35,44,59,0,90,6279,true,false
484,2003-07-30,17,18,19,38,49,53,0,55,4015,true,false
485,2003-08-02,19,28,30,38,52,57,0,30,3203,true,false
486,2003-08-06,8,14,19,30,42,50,1,55,4325,false,false
487,2003-08-09,8,22,25,48,52,54,2,104,5329,false,false
488,2003-08-13,15,30,35,39,43,57,0,46,2699,true,false
489,2003-08-16,17,28,33,36,53,59,0,67,5107,true,false
490,2003-08-20,5,11,23,29,54,58,1,148,8438,false,false
491,2003-08-23,1,9,15,22,43,55,1,81,4221,false,false
492,2003-08-27,2,6,15,18,56,57,0,26,2629,true,false
493,2003-08-30,3,18,20,24,42,54,0,79,5294,true,false
494,2003-09-03,18,20,28,32,49,53,0,32,2766,true,false
495,2003-09-06,8,15,29,36,49,60,0,48,5313,true,false
496,2003-09-10,10,19,20,29,41,59,0,31,3495,true,false
497,2003-09-13,9,13,20,32,41,58,0,72,5439,true,false
498,2003-09-17,2,6,28,49,50,57,0,58,4592,true,false
499,2003-09-20,1,4,5,11,44,59,1,126,8903,false,false
500,2003-09-27,21,29,35,36,38,54,1,73,6818,false,false
501,2003-10-01,16,27,28,34,39,56,0,43,3037,true,false
502,2003-10-04,7,13,21,24,33,50,2,268,9549,false,false
503,2003-10-08,7,10,21,27,48,49,0,40,2934,true,false
504,2003-10-11,8,11,19,30,39,50,0,54,4006,true,false
505,2003-10-15,3,20,28,46,47,52,0,30,2559,true,false
506,2003-10-18,4,15,31,34,37,38,0,65,4735,true,false
507,2003-10-22,3,5,27,33,44,58,2,212,6604,false,false
508,2003-10-25,5,10,15,45,46,56,0,33,3025,true,false
509,2003-10-29,28,32,33,34,35,55,0,39,2852,true,false
510,2003-11-01,1,4,30,41,45,58,2,70,4392,false,false
511,2003-11-05,3,4,8,34,36,37,0,50,3155,true,false
512,2003-11-08,4,8,31,40,53,58,3,41,2277,false,false
513,2003-11-12,10,19,27,33,39,46,0,46,2427,true,false
514,2003-11-15,15,36,40,42,51,52,0,20,1209,true,false
515,2003-11-19,15,16,39,45,48,57,0,33,2636,true,false
516,2003-11-22,5,13,24,33,34,35,0,164,7718,true,false
517,2003-11-26,7,8,28,32,38,51,0,36,3262,true,false
518,2003-11-29,5,8,10,15,18,44,0,182,8653,true,false
519,2003-12-03,9,15,19,22,36,42,0,111,7018,true,false
520,2003-12-06,9,12,17,32,34,35,0,166,10884,true,false
521,2003-12-10,15,25,28,32,38,45,0,166,10610,true,false
522,2003-12-13,6,14,15,25,49,52,0,118,8280,true,false
523,2003-12-17,28,39,40,44,45,58,0,123,9692,true,false
524,2003-12-20,19,29,34,41,47,48,1,180,17156,false,false
525,2003-12-27,8,10,24,26,32,49,2,153,9640,false,false
526,2004-01-03,3,21,31,36,55,59,0,34,2444,true,false
527,2004-01-07,6,14,17,26,50,52,0,23,2091,true,false
528,2004-01-10,8,12,28,31,34,37,0,67,4827,true,false
529,2004-01-14,1,13,33,38,45,56,15,87,4758,false,false
530,2004-01-17,1,6,21,25,32,49,0,49,3771,true,false
531,2004-01-21,1,3,7,18,35,50,0,96,5188,true,false
532,2004-01-24,4,9,12,13,52,53,0,69,5314,true,false
533,2004-01-28,13,18,21,27,53,59,0,82,5129,true,false
534,2004-01-31,3,8,23,31,48,57,1,107,6559,false,false
535,2004-02-04,6,14,28,47,49,56,1,59,4136,false,false
536,2004-02-07,14,15,22,23,25,37,0,49,3217,true,false
537,2004-02-11,3,7,19,34,37,39,1,128,5345,false,false
538,2004-02-14,3,25,43,45,52,56,0,36,2657,true,false
539,2004-02-18,6,16,19,47,50,55,0,21,1908,true,false
540,2004-02-21,4,22,28,30,44,49,0,84,4535,true,false
541,2004-02-28,13,27,49,52,57,58,1,54,4879,false,false
542,2004-03-03,4,6,19,28,35,49,0,42,2800,true,false
543,2004-03-06,35,37,42,46,49,54,1,78,2557,false,false
544,2004-03-10,11,17,33,34,47,56,0,39,2415,true,false
545,2004-03-13,17,29,35,40,43,57,1,102,4315,false,false
546,2004-03-17,4,5,13,17,46,54,0,32,3003,true,false
547,2004-03-20,4,13,28,30,53,59,1,42,2599,false,false
548,2004-03-24,14,47,49,51,58,59,0,9,965,true,false
549,2004-03-27,8,13,22,46,51,58,0,34,2772,true,false
550,2004-03-31,16,17,38,39,45,56,0,39,2948,true,false
551,2004-04-03,12,21,46,48,56,57,0,35,3027,true,false
552,2004-04-07,9,22,47,49,52,54,0,69,4299,true,false
553,2004-04-10,4,43,46,53,54,58,0,42,3308,true,false
554,2004-04-14,15,29,31,42,47,60,0,64,4812,true,false
555,2004-04-17,5,23,31,33,45,49,1,152,10733,false,false
556,2004-04-21,8,10,17,30,33,45,0,20,1699,true,false
557,2004-04-24,8,12,18,23,38,49,0,59,3777,true,false
558,2004-04-28,7,14,31,57,58,59,0,21,2000,true,false
559,2004-05-01,6,13,17,25,36,53,1,75,4460,false,false
560,2004-05-05,2,11,18,30,32,58,0,44,2585,true,false
561,2004-05-08,1,20,36,39,49,55,0,32,2743,true,false
562,2004-05-12,16,23,35,37,55,57,0,117,5150,true,false
563,2004-05-15,5,8,23,34,44,51,0,90,6007,true,false
564,2004-05-19,10,13,20,32,38,49,0,46,4446,true,false
565,2004-05-22,7,31,34,35,37,45,0,57,6804,true,false
566,2004-05-26,6,13,17,18,20,37,0,176,13032,true,false
567,2004-05-29,11,31,38,41,57,58,0,69,5787,true,false
568,2004-06-02,13,17,22,25,29,41,0,457,24931,true,false
569,2004-06-05,3,9,14,15,32,57,1,434,29922,false,false
570,2004-06-09,15,32,33,35,36,51,0,84,7539,true,false
571,2004-06-12,12,13,14,31,50,51,0,69,5572,true,false
572,2004-06-16,3,9,16,20,33,60,0,162,9940,true,false
573,2004-06-19,6,17,22,29,40,59,0,82,8272,true,false
574,2004-06-23,2,10,17,23,32,44,0,162,12691,true,false
575,2004-06-26,5,18,21,29,35,48,2,470,21660,false,false
576,2004-06-30,7,8,18,39,43,52,0,27,1978,true,false
577,2004-07-03,8,23,24,28,31,47,0,57,4579,true,false
578,2004-07-07,3,18,23,48,56,58,1,62,3639,false,false
579,2004-07-10,4,9,15,17,34,39,1,90,5172,false,false
580,2004-07-14,15,16,18,28,38,47,0,56,4097,true,false
581,2004-07-17,14,17,25,30,39,52,1,56,4429,false,false
582,2004-07-21,13,29,40,45,51,59,0,29,1943,true,false
583,2004-07-24,6,7,20,41,43,55,0,36,2157,true,false
584,2004-07-28,7,8,23,30,32,53,0,49,3278,true,false
585,2004-07-31,12,24,33,36,39,57,1,124,7122,false,false
586,2004-08-04,11,13,38,39,45,54,0,30,2162,true,false
587,2004-08-07,2,18,29,30,36,60,0,36,2436,true,false
588,2004-08-11,11,13,45,46,53,55,0,22,2088,true,false
589,2004-08-14,6,7,8,13,33,59,0,152,9005,true,false
590,2004-08-18,4,5,18,25,28,51,0,70,5155,true,false
591,2004-08-21,1,3,18,34,50,58,0,64,4448,true,false
592,2004-08-25,13,14,42,47,55,59,0,60,5062,true,false
593,2004-08-28,1,25,27,29,49,59,0,68,5291,true,false
594,2004-09-01,10,13,29,47,53,55,0,121,6444,true,false
595,2004-09-04,1,2,25,43,50,54,0,89,7230,true,false
596,2004-09-08,11,14,28,43,54,60,0,116,6578,true,false
597,2004-09-11,22,27,29,40,42,56,0,140,10021,true,false
598,2004-09-15,5,16,34,38,50,53,2,234,19229,false,false
599,2004-09-18,4,6,9,23,45,51,0,65,4755,true,false
600,2004-09-22,16,18,31,34,39,54,0,73,4640,true,false
601,2004-09-25,10,19,22,29,30,37,0,75,6002,true,false
602,2004-09-29,7,13,38,46,55,60,0,95,6773,true,false
603,2004-10-02,4,8,11,12,29,44,1,233,12565,false,false
604,2004-10-06,15,25,41,46,49,51,0,15,1422,true,false
605,2004-10-09,4,24,44,49,52,53,0,45,3980,true,false
606,2004-10-13,6,23,32,35,41,55,1,43,3770,false,false
607,2004-10-16,6,11,19,27,41,59,0,48,3059,true,false
608,2004-10-20,6,13,19,24,30,37,0,101,5181,true,false
609,2004-10-23,2,6,15,58,59,60,0,60,3994,true,false
610,2004-10-27,25,30,43,45,47,49,0,62,4044,true,false
611,2004-10-30,16,21,22,33,48,49,0,69,4531,true,false
612,2004-11-03,15,18,33,50,53,55,0,41,3389,true,false
613,2004-11-06,6,13,19,44,54,55,0,108,7101,true,false
614,2004-11-10,12,16,31,48,57,60,0,53,4127,true,false
615,2004-11-13,5,8,10,27,31,51,0,157,9780,true,false
616,2004-11-17,2,12,16,24,26,54,0,90,9236,true,false
617,2004-11-20,3,5,25,33,36,49,2,289,17341,false,false
618,2004-11-24,3,8,10,13,24,60,0,86,4992,true,false
619,2004-11-27,8,12,14,16,19,46,0,101,5924,true,false
620,2004-12-01,1,3,13,22,29,32,0,87,5886,true,false
621,2004-12-04,26,29,31,49,50,57,0,40,3837,true,false
622,2004-12-08,19,27,29,38,50,59,0,49,3560,true,false
623,2004-12-11,9,23,30,42,49,55,0,124,6915,true,false
624,2004-12-15,8,23,34,39,43,52,1,108,7284,false,false
625,2004-12-18,12,24,32,40,42,59,0,49,4056,true,false
626,2004-12-22,7,8,18,22,39,49,0,52,5096,true,false
627,2004-12-29,1,13,19,45,56,58,0,112,8049,true,false
628,2005-01-05,8,16,22,30,56,58,1,76,5510,false,false
629,2005-01-08,15,16,39,40,47,51,1,15,1865,false,false
630,2005-01-12,12,16,20,45,53,60,0,33,2972,true,false
631,2005-01-15,1,20,28,32,44,47,1,46,3548,false,false
632,2005-01-19,2,19,28,48,51,54,0,26,1962,true,false
633,2005-01-22,5,11,22,27,46,50,0,58,3524,true,false
634,2005-01-26,10,13,24,41,42,56,0,54,3752,true,false
635,2005-01-29,8,20,26,37,42,49,0,58,3646,true,false
636,2005-02-02,26,28,30,32,34,50,0,74,3170,true,false
637,2005-02-05,11,18,43,48,52,58,0,29,3560,true,false
638,2005-02-12,10,11,36,41,42,50,0,65,4518,true,false
639,2005-02-16,13,35,39,45,51,60,0,72,5473,true,false
640,2005-02-19,12,19,42,46,59,60,0,129,8094,true,false
641,2005-02-23,1,9,13,17,33,34,1,366,20840,false,false
642,2005-02-26,17,36,40,44,51,56,0,28,1988,true,false
643,2005-03-02,14,24,37,40,42,45,0,41,2694,true,false
644,2005-03-05,14,27,29,31,34,57,0,81,4433,true,false
645,2005-03-09,3,24,48,52,53,54,0,39,4345,true,false
646,2005-03-12,10,13,32,47,49,60,0,79,6173,true,false
647,2005-03-16,11,12,14,19,54,56,1,50,5432,false,false
648,2005-03-19,5,23,29,42,45,48,3,139,4869,false,false
649,2005-03-23,9,24,33,41,48,54,0,31,2156,true,false
650,2005-03-26,10,24,25,29,53,59,0,29,2765,true,false
651,2005-03-30,26,28,39,45,48,60,0,36,4356,true,false
652,2005-04-02,10,18,20,24,56,57,0,41,3874,true,false
653,2005-04-06,5,9,19,24,31,34,0,74,6274,true,false
654,2005-04-09,6,10,11,40,41,56,1,66,4745,false,false
655,2005-04-13,1,26,37,39,43,48,0,23,2722,true,false
656,2005-04-16,35,36,37,46,51,59,0,24,2623,true,false
657,2005-04-20,16,20,33,58,59,60,1,56,3995,false,false
658,2005-04-23,3,6,11,20,36,41,0,31,2883,true,false
659,2005-04-27,14,29,34,40,51,52,0,22,1390,true,false
660,2005-04-30,5,11,38,46,53,54,0,58,4204,true,false
661,2005-05-04,4,27,36,40,42,55,0,64,4211,true,false
662,2005-05-07,4,18,23,25,56,60,0,79,5525,true,false
663,2005-05-11,1,27,30,49,51,55,0,64,4020,true,false
664,2005-05-14,1,12,36,38,55,59,0,74,4971,true,false
665,2005-05-18,7,8,18,25,47,48,0,185,10055,true,false
666,2005-05-21,7,16,26,29,45,55,0,77,8122,true,false
667,2005-05-25,1,4,5,16,23,49,1,203,15283,false,false
668,2005-05-28,1,2,14,33,49,56,0,53,2814,true,false
669,2005-06-01,7,24,27,40,41,49,1,32,2427,false,false
670,2005-06-04,22,37,42,48,58,59,0,24,2895,true,false
671,2005-06-08,9,16,27,38,39,51,0,67,4259,true,false
672,2005-06-11,24,28,34,38,43,53,0,54,4411,true,false
673,2005-06-15,6,11,20,34,37,40,0,72,4792,true,false
674,2005-06-18,18,22,29,32,38,42,0,96,5586,true,false
675,2005-06-22,24,25,30,42,43,50,0,67,5204,true,false
676,2005-06-25,9,15,32,41,42,49,0,94,7583,true,false
677,2005-06-29,8,10,25,32,48,55,0,284,12803,true,false
678,2005-07-02,14,31,40,42,44,46,0,115,9797,true,false
679,2005-07-06,3,21,25,37,54,58,1,448,22087,false,false
680,2005-07-09,2,3,5,22,26,44,0,188,11222,true,false
681,2005-07-13,21,25,38,53,58,59,0,62,5210,true,false
682,2005-07-16,4,27,36,37,47,60,0,62,5647,true,false
683,2005-07-20,2,11,12,35,40,43,0,79,5680,true,false
684,2005-07-23,17,19,33,37,40,50,0,81,7103,true,false
685,2005-07-27,5,12,27,33,43,56,1,347,15404,false,false
686,2005-07-30,4,5,15,26,33,54,0,47,3901,true,false
687,2005-08-03,1,7,14,41,48,59,0,28,2887,true,false
688,2005-08-06,11,21,30,35,47,52,0,38,2757,true,false
689,2005-08-10,6,7,31,49,51,60,0,29,2998,true,false
690,2005-08-13,8,12,15,41,47,53,0,90,5446,true,false
691,2005-08-17,8,16,37,50,55,58,0,54,3896,true,false
692,2005-08-20,11,18,33,57,58,60,0,71,4995,true,false
693,2005-08-24,13,14,17,31,41,50,0,152,7170,true,false
694,2005-08-27,15,19,29,37,41,53,0,114,7087,true,false
695,2005-08-31,6,11,13,21,40,52,0,76,6333,true,false
696,2005-09-03,9,16,34,37,53,57,2,195,10814,false,false
697,2005-09-10,28,31,32,35,51,53,0,27,2895,true,false
698,2005-09-14,8,12,22,27,43,55,0,43,3981,true,false
699,2005-09-19,17,23,48,50,53,54,0,54,3752,true,false
700,2005-09-21,2,3,14,24,31,40,0,53,3584,true,false
701,2005-09-24,1,13,23,31,48,60,0,103,5623,true,false
702,2005-09-28,1,18,45,56,57,58,0,47,3663,true,false
703,2005-10-01,2,11,24,27,30,45,0,123,7343,true,false
704,2005-10-05,2,4,18,27,34,50,0,56,5784,true,false
705,2005-10-08,3,11,13,15,26,43,0,144,11514,true,false
706,2005-10-15,2,7,10,17,22,60,0,282,15980,true,false
707,2005-10-19,1,8,10,36,43,51,2,140,12461,false,false
708,2005-10-22,7,9,13,39,45,47,0,102,5998,true,false
709,2005-10-26,4,6,9,22,29,44,0,106,5202,true,false
710,2005-10-29,5,25,34,39,46,49,0,48,4608,true,false
711,2005-11-05,5,10,33,40,41,59,0,79,5840,true,false
712,2005-11-09,7,8,35,43,53,58,0,97,5637,true,false
713,2005-11-12,1,12,16,26,46,54,0,67,5838,true,false
714,2005-11-16,7,8,17,35,39,53,0,113,10955,true,false
715,2005-11-19,4,12,24,33,36,54,3,237,13134,false,false
716,2005-11-23,2,7,16,29,32,50,1,37,2512,false,false
717,2005-11-26,6,17,23,28,35,41,0,68,3816,true,false
718,2005-11-30,7,21,33,35,39,58,0,41,2893,true,false
719,2005-12-03,3,32,37,39,47,53,0,63,3553,true,false
720,2005-12-07,12,31,44,51,54,56,0,20,2606,true,false
721,2005-12-10,3,14,23,25,36,55,0,99,6723,true,false
722,2005-12-14,9,18,36,44,57,60,0,85,5334,true,false
723,2005-12-17,1,6,16,36,50,52,0,49,4000,true,false
724,2005-12-21,17,27,34,48,51,55,0,102,6190,true,false
725,2005-12-31,3,9,35,37,41,49,2,343,20451,false,false
726,2006-01-04,1,5,7,37,40,47,0,35,2838,true,false
727,2006-01-07,4,12,14,30,42,59,0,29,2688,true,false
728,2006-01-11,8,13,24,32,42,44,0,81,5381,true,false
729,2006-01-14,5,18,33,43,56,57,1,51,5041,false,false
730,2006-01-18,2,15,16,45,50,54,0,34,2824,true,false
731,2006-01-21,6,15,16,23,28,35,0,88,6659,true,false
732,2006-01-25,6,17,19,49,50,53,0,65,4196,true,false
733,2006-01-28,2,12,26,31,43,46,0,67,5110,true,false
734,2006-02-01,27,29,43,44,45,54,1,58,3984,false,false
735,2006-02-04,9,15,38,40,42,52,0,33,3043,true,false
736,2006-02-08,1,21,38,41,49,56,0,19,2190,true,false
737,2006-02-11,11,12,24,32,33,38,0,65,6267,true,false
738,2006-02-15,14,15,26,30,42,54,0,47,4178,true,false
739,2006-02-18,6,10,35,45,49,56,0,54,4723,true,false
740,2006-02-22,12,16,28,29,47,50,1,90,6943,false,false
741,2006-02-25,24,26,27,36,39,59,0,23,2133,true,false
742,2006-03-01,2,7,17,34,41,50,0,25,1622,true,false
743,2006-03-04,20,23,25,32,54,60,0,28,2762,true,false
744,2006-03-08,4,12,23,26,39,46,0,77,5387,true,false
745,2006-03-11,2,16,21,37,43,57,0,134,5262,true,false
746,2006-03-15,1,10,12,25,49,57,2,114,6686,false,false
747,2006-03-18,2,3,12,21,23,56,0,53,4363,true,false
748,2006-03-22,1,2,7,19,35,51,0,74,4519,true,false
749,2006-03-25,4,24,47,48,50,57,0,31,2669,true,false
750,2006-03-29,10,17,33,42,54,58,0,49,3799,true,false
751,2006-04-01,4,7,20,25,38,50,0,74,5579,true,false
752,2006-04-05,4,23,24,25,29,42,0,86,6849,true,false
753,2006-04-08,2,7,22,35,43,59,1,152,8630,false,false
754,2006-04-12,3,4,13,34,42,50,0,41,2827,true,false
755,2006-04-15,4,12,30,47,49,59,0,41,2977,true,false
756,2006-04-19,5,27,37,38,41,50,0,34,3135,true,false
757,2006-04-22,12,17,18,30,32,58,0,53,3448,true,false
758,2006-04-26,1,23,36,43,47,59,0,74,4910,true,false
759,2006-04-29,30,31,39,45,48,59,0,38,2588,true,false
760,2006-05-03,12,17,44,45,46,60,0,80,5517,true,false
761,2006-05-06,13,17,27,29,40,56,0,100,8936,true,false
762,2006-05-10,9,12,21,37,39,54,0,143,10120,true,false
763,2006-05-13,1,9,26,40,47,48,0,101,7655,true,false
764,2006-05-18,3,7,45,47,53,55,1,189,15290,false,false
765,2006-05-21,3,10,16,30,37,50,0,62,4336,true,false
766,2006-05-24,1,19,24,42,50,58,0,63,4477,true,false
767,2006-05-27,15,22,32,38,50,54,0,62,4419,true,false
768,2006-05-31,4,8,30,33,37,59,1,93,6408,false,false
769,2006-06-03,12,16,20,21,29,50,0,49,3078,true,false
770,2006-06-07,4,12,25,34,35,48,0,68,5401,true,false
771,2006-06-10,14,21,29,34,46,47,0,69,4559,true,false
772,2006-06-14,10,35,38,51,52,60,0,66,5330,true,false
773,2006-06-17,3,5,14,29,34,51,0,58,4919,true,false
774,2006-06-21,5,10,37,46,54,58,1,64,4336,false,false
775,2006-06-24,12,27,42,46,47,50,0,30,3058,true,false
776,2006-06-28,3,15,35,41,57,60,0,56,3075,true,false
777,2006-07-01,2,14,23,28,50,56,0,80,3943,true,false
778,2006-07-05,20,31,36,37,45,51,0,21,1890,true,false
779,2006-07-08,25,26,29,36,52,54,0,26,3127,true,false
780,2006-07-12,7,10,28,50,51,59,0,43,3828,true,false
781,2006-07-15,8,10,13,39,54,56,0,66,5707,true,false
782,2006-07-19,2,11,23,35,42,59,0,144,7533,true,false
783,2006-07-22,4,8,21,32,43,48,1,140,8427,false,false
784,2006-07-26,8,27,37,42,53,56,0,27,2163,true,false
785,2006-07-29,5,8,17,35,37,48,1,126,6657,false,false
786,2006-08-02,10,11,26,27,31,41,0,19,1521,true,false
787,2006-08-05,20,31,34,37,54,60,0,40,1955,true,false
788,2006-08-09,17,19,29,31,44,57,0,62,3247,true,false
789,2006-08-12,6,31,38,39,50,60,0,13,1808,true,false
790,2006-08-16,2,6,19,22,28,43,0,71,5884,true,false
791,2006-08-19,9,14,19,35,42,58,1,114,5756,false,false
792,2006-08-23,9,29,34,43,45,56,0,32,1949,true,false
793,2006-08-26,3,15,16,33,51,57,0,62,3629,true,false
794,2006-08-30,3,38,42,47,55,56,0,15,1730,true,false
795,2006-09-02,14,21,26,29,36,48,0,76,4389,true,false
796,2006-09-06,5,19,24,34,39,43,0,80,4883,true,false
797,2006-09-09,6,12,47,48,52,58,0,66,3447,true,false
798,2006-09-13,3,4,9,29,32,52,0,48,4104,true,false
799,2006-09-16,19,29,35,42,55,57,0,56,4675,true,false
800,2006-09-20,1,7,11,37,38,56,0,44,4497,true,false
801,2006-09-23,11,19,20,22,42,48,0,73,5791,true,false
802,2006-09-27,6,14,18,24,48,60,0,117,8216,true,false
803,2006-09-30,3,5,10,21,28,57,0,193,12055,true,false
804,2006-10-04,3,13,37,47,56,59,1,134,9937,false,false
805,2006-10-07,2,30,36,43,48,60,0,62,3489,true,false
806,2006-10-12,18,26,35,41,47,60,0,50,3179,true,false
807,2006-10-14,2,8,27,32,49,56,0,130,6188,true,false
808,2006-10-18,2,15,21,31,46,57,0,44,3844,true,false
809,2006-10-21,5,11,15,23,25,30,0,121,7669,true,false
810,2006-10-25,1,4,5,33,37,48,0,75,6450,true,false
811,2006-10-28,10,28,32,41,47,57,2,89,5508,false,false
812,2006-11-01,11,13,38,39,54,57,0,57,2116,true,false
813,2006-11-04,9,15,23,45,46,56,0,43,3244,true,false
814,2006-11-08,2,8,11,41,46,50,0,37,2534,true,false
815,2006-11-11,9,19,37,39,50,57,0,56,3621,true,false
816,2006-11-16,20,21,30,40,47,52,0,21,1885,true,false
817,2006-11-18,10,29,30,34,43,52,0,27,2469,true,false
818,2006-11-22,8,9,22,25,41,44,0,58,4935,true,false
819,2006-11-25,5,19,25,46,51,58,0,105,5868,true,false
820,2006-11-29,10,17,21,32,45,46,2,82,5102,false,false
821,2006-12-02,4,29,33,36,38,42,0,37,3307,true,false
822,2006-12-06,4,10,17,27,41,52,0,31,2585,true,false
823,2006-12-09,1,15,26,51,54,59,0,22,2144,true,false
824,2006-12-13,6,7,9,20,33,48,0,53,5002,true,false
825,2006-12-16,10,21,28,40,41,47,0,52,4148,true,false
826,2006-12-19,6,7,8,27,45,53,0,68,3571,true,false
827,2006-12-21,18,24,30,42,51,56,0,47,4106,true,false
828,2006-12-23,23,28,38,42,50,53,0,29,3478,true,false
829,2006-12-31,10,14,32,47,50,56,0,162,10814,true,false
830,2007-01-03,2,13,41,49,51,53,0,94,7705,true,false
831,2007-01-06,3,32,33,42,48,50,0,117,12045,true,false
832,2007-01-10,15,17,23,33,39,49,1,510,37086,false,false
833,2007-01-13,13,16,46,53,57,58,0,40,2678,true,false
834,2007-01-17,10,16,17,34,44,51,1,42,3073,false,false
835,2007-01-20,18,31,33,49,57,58,0,40,4078,true,false
836,2007-01-24,17,22,28,38,52,59,0,64,4859,true,false
837,2007-01-27,5,6,16,24,34,60,1,73,6233,false,false
838,2007-01-31,9,23,30,38,44,47,0,41,2825,true,false
839,2007-02-03,7,8,11,18,37,43,0,77,5314,true,false
840,2007-02-07,17,29,31,35,43,59,0,94,5512,true,false
841,2007-02-10,7,22,32,36,38,51,0,67,5162,true,false
842,2007-02-14,7,9,30,44,51,60,0,58,4700,true,false
843,2007-02-17,1,16,34,36,45,48,0,68,5642,true,false
844,2007-02-24,16,24,34,44,54,57,0,91,7679,true,false
845,2007-02-28,14,19,20,40,48,52,0,67,5308,true,false
846,2007-03-03,2,3,44,47,50,54,0,82,6231,true,false
847,2007-03-07,14,15,27,42,44,48,1,242,14062,false,false
848,2007-03-10,17,27,32,34,47,56,1,90,4602,false,false
849,2007-03-14,8,9,39,44,49,58,0,33,2208,true,false
850,2007-03-17,7,22,25,44,59,60,0,117,6520,true,false
851,2007-03-21,3,16,19,32,35,58,3,177,7593,false,false
