Concurso,Data do Sorteio,Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Acumulado,Sorteio Especial
1277,2011-04-23,12,18,31,50,59,60,0,30,1783,true,false
1278,2011-04-27,4,16,24,25,30,56,0,187,5455,true,false
1279,2011-04-30,8,14,29,35,36,40,0,98,5880,true,false
1280,2011-05-04,6,10,16,20,29,54,0,97,8585,true,false
1281,2011-05-07,8,11,14,30,36,38,1,198,12813,false,false
1282,2011-05-11,4,23,39,52,55,56,0,37,4203,true,false
1283,2011-05-14,8,30,40,44,59,60,0,57,4333,true,false
1284,2011-05-18,20,21,26,29,31,36,0,46,3353,true,false
1285,2011-05-21,10,15,28,31,33,38,0,127,9744,true,false
1286,2011-05-25,2,5,28,33,51,52,0,185,12297,true,false
1287,2011-05-28,11,12,31,33,42,52,0,137,8177,true,false
1288,2011-06-01,17,30,32,40,42,56,0,69,7350,true,false
1289,2011-06-04,1,3,8,13,27,52,2,436,30724,false,false
1290,2011-06-08,2,3,14,23,34,50,0,93,7535,true,false
1291,2011-06-11,18,40,47,54,57,58,0,49,5416,true,false
1292,2011-06-15,9,11,23,30,31,54,0,128,10397,true,false
1293,2011-06-18,1,13,24,40,44,50,0,163,11182,true,false
1294,2011-06-22,4,6,29,48,50,51,0,148,10401,true,false
1295,2011-06-25,2,5,15,20,43,57,1,314,20014,false,false
1296,2011-06-29,10,14,43,46,49,53,0,48,3607,true,false
1297,2011-07-02,2,5,11,13,56,59,0,100,9538,true,false
1298,2011-07-06,14,15,30,53,55,60,1,38,4046,false,false
1299,2011-07-09,8,22,32,43,53,56,0,35,3035,true,false
1300,2011-07-13,43,44,46,53,54,59,2,58,3652,false,false
1301,2011-07-16,3,16,23,25,51,56,1,74,5155,false,false
1302,2011-07-20,2,10,15,44,56,57,0,63,5084,true,false
1303,2011-07-23,8,19,46,51,52,54,0,40,3573,true,false
1304,2011-07-27,7,14,15,20,23,35,0,79,7568,true,false
1305,2011-07-30,3,5,11,36,44,46,0,136,9982,true,false
1306,2011-08-03,6,19,22,34,43,45,0,167,10694,true,false
1307,2011-08-06,7,10,32,43,47,54,1,153,11019,false,false
1308,2011-08-09,7,8,24,30,33,47,0,75,4417,true,false
1309,2011-08-11,7,12,25,26,32,39,0,100,6163,true,false
1310,2011-08-13,8,9,14,32,53,59,0,107,7570,true,false
1311,2011-08-17,7,9,12,19,45,54,0,253,13609,true,false
1312,2011-08-20,5,20,22,28,29,30,0,201,10377,true,false
1313,2011-08-24,1,4,26,39,43,49,0,140,9036,true,false
1314,2011-08-27,38,42,44,52,58,60,0,122,7797,true,false
1315,2011-08-31,1,27,29,38,50,52,1,108,9003,false,false
1316,2011-09-03,8,13,25,34,42,48,1,241,9757,false,false
1317,2011-09-08,6,13,29,30,35,37,0,67,5004,true,false
1318,2011-09-10,11,14,16,28,34,46,0,140,6962,true,false
1319,2011-09-14,4,5,16,18,27,51,0,103,7798,true,false
1320,2011-09-17,17,24,25,38,41,55,0,128,8496,true,false
1321,2011-09-21,10,47,51,53,59,60,1,128,11775,false,false
1322,2011-09-24,10,21,43,47,53,55,0,54,3738,true,false
1323,2011-09-28,6,15,25,37,48,55,0,58,5387,true,false
1324,2011-10-01,18,29,31,44,51,57,0,86,5421,true,false
1325,2011-10-05,2,5,16,20,35,43,0,195,14090,true,false
1326,2011-10-08,10,11,18,19,30,50,0,179,13207,true,false
1327,2011-10-13,16,35,36,41,52,54,0,89,7175,true,false
1328,2011-10-15,10,23,27,43,53,59,1,213,14179,false,false
1329,2011-10-19,7,8,11,39,43,50,0,66,5244,true,false
1330,2011-10-22,8,18,21,30,48,49,0,76,6768,true,false
1331,2011-10-26,9,24,26,39,46,57,1,157,11461,false,false
1332,2011-10-29,3,5,13,24,35,59,1,150,10790,false,false
1333,2011-11-03,25,26,28,33,42,51,0,54,3893,true,false
1334,2011-11-05,1,6,8,10,25,27,0,392,16794,true,false
1335,2011-11-09,3,14,20,22,49,51,1,94,7457,false,false
1336,2011-11-12,1,32,38,47,51,54,1,38,3539,false,false
1337,2011-11-16,2,20,35,38,45,51,0,30,2680,true,false
1338,2011-11-19,1,18,19,33,43,60,1,102,6329,false,false
1339,2011-11-23,7,10,14,16,54,59,0,58,5087,true,false
1340,2011-11-26,13,21,30,36,59,60,0,71,6148,true,false
1341,2011-11-30,1,11,20,37,40,52,0,90,6566,true,false
1342,2011-12-03,5,7,42,46,50,60,0,102,8092,true,false
1343,2011-12-07,19,20,31,42,51,56,0,58,6113,true,false
1344,2011-12-10,8,19,21,36,42,59,3,236,13393,false,false
1345,2011-12-14,7,17,19,26,40,50,0,74,6043,true,false
1346,2011-12-17,12,32,40,47,48,59,1,57,5205,false,false
1347,2011-12-20,9,19,45,46,54,56,0,38,2940,true,false
1348,2011-12-22,7,12,38,39,45,56,0,89,5009,true,false
1349,2011-12-24,9,19,20,50,51,60,1,168,7012,false,false
1350,2011-12-31,3,4,29,36,45,55,5,954,85582,false,false
1351,2012-01-04,13,33,36,41,50,56,0,34,3264,true,false
1352,2012-01-07,9,18,24,35,36,59,0,75,6632,true,false
1353,2012-01-11,3,11,13,27,32,47,1,161,10308,false,false
1354,2012-01-14,2,8,38,42,48,49,1,71,4842,false,false
1355,2012-01-18,11,17,24,39,46,49,0,133,6490,true,false
1356,2012-01-21,6,13,21,22,31,46,0,90,7070,true,false
1357,2012-01-25,1,19,24,26,52,55,0,116,6940,true,false
1358,2012-01-28,3,15,16,35,37,47,0,145,10440,true,false
1359,2012-02-01,6,10,12,17,28,53,0,254,13663,true,false
1360,2012-02-04,2,16,17,25,50,54,2,112,9880,false,false
1361,2012-02-08,23,27,30,37,38,44,0,38,3381,true,false
1362,2012-02-11,2,12,19,22,36,58,3,129,8825,false,false
1363,2012-02-15,25,35,42,45,52,57,0,36,2744,true,false
1364,2012-02-18,10,13,20,40,44,53,0,60,4436,true,false
1365,2012-02-22,2,24,26,32,35,50,0,52,3368,true,false
1366,2012-02-25,12,27,37,44,54,59,1,124,7974,false,false
1367,2012-03-01,2,7,13,29,38,43,0,111,6443,true,false
1368,2012-03-03,10,21,26,29,32,38,1,34,4447,false,false
1369,2012-03-07,5,16,24,32,38,46,0,195,7636,true,false
1370,2012-03-10,2,4,5,27,49,59,2,115,9979,false,false
1371,2012-03-14,3,4,8,11,47,49,0,101,7421,true,false
1372,2012-03-17,3,36,40,46,58,60,0,48,4069,true,false
1373,2012-03-21,7,27,39,52,55,57,1,73,6082,false,false
1374,2012-03-24,6,21,28,31,33,43,0,32,3575,true,false
1375,2012-03-28,14,25,28,45,53,58,2,121,7136,false,false
1376,2012-03-31,9,11,21,49,53,54,0,57,4091,true,false
1377,2012-04-04,2,5,12,13,25,35,1,175,12352,false,false
1378,2012-04-07,2,5,17,18,54,59,0,74,5614,true,false
1379,2012-04-11,5,12,36,45,50,58,0,61,5455,true,false
1380,2012-04-14,3,14,52,55,57,60,0,100,6994,true,false
1381,2012-04-18,11,27,30,40,44,57,1,109,7087,false,false
1382,2012-04-20,5,13,16,17,27,55,0,70,6131,true,false
1383,2012-04-25,7,9,23,44,46,55,0,106,6224,true,false
1384,2012-04-28,2,18,30,31,45,56,2,56,5010,false,false
1385,2012-05-02,27,35,36,37,42,59,1,52,4170,false,false
1386,2012-05-05,12,28,38,39,51,56,0,27,3462,true,false
1387,2012-05-09,18,27,32,43,50,52,0,47,3492,true,false
1388,2012-05-12,22,29,31,43,50,54,0,48,4047,true,false
1389,2012-05-16,1,16,28,39,44,57,1,146,7397,false,false
1390,2012-05-19,4,19,27,28,29,31,2,149,7924,false,false
1391,2012-05-23,7,12,19,34,40,53,0,74,5293,true,false
1392,2012-05-26,2,8,12,28,33,43,0,116,8651,true,false
1393,2012-05-30,4,18,24,28,39,44,1,86,5717,false,false
1394,2012-06-02,11,16,24,35,46,50,0,32,4092,true,false
1395,2012-06-06,5,11,17,19,44,48,0,245,13657,true,false
1396,2012-06-09,29,48,52,54,55,58,0,44,4577,true,false
1397,2012-06-13,3,4,7,15,27,56,0,249,18115,true,false
1398,2012-06-16,14,32,33,40,42,51,0,75,7149,true,false
1399,2012-06-20,34,39,43,56,57,60,2,648,9834,false,false
1400,2012-06-23,9,26,34,43,53,54,0,72,6208,true,false
1401,2012-06-27,11,12,25,33,48,54,1,233,11965,false,false
1402,2012-06-30,2,9,10,21,27,38,0,101,7929,true,false
1403,2012-07-04,13,16,20,26,39,42,0,95,6176,true,false
1404,2012-07-07,7,8,27,31,32,51,0,88,7470,true,false
1405,2012-07-11,3,14,17,32,37,39,1,315,15516,false,false
1406,2012-07-14,7,10,17,24,38,57,0,134,9133,true,false
1407,2012-07-18,18,29,31,42,43,53,0,53,3583,true,false
1408,2012-07-21,4,19,20,24,39,43,0,118,8075,true,false
1409,2012-07-25,6,19,26,47,50,58,0,96,6846,true,false
1410,2012-07-28,18,29,40,42,50,54,0,70,6917,true,false
1411,2012-08-01,8,12,32,44,46,48,2,360,21016,false,false
1412,2012-08-04,6,8,24,37,41,45,1,103,6893,false,false
1413,2012-08-07,13,15,33,45,54,55,0,70,3887,true,false
1414,2012-08-09,21,37,44,46,49,57,0,36,3349,true,false
1415,2012-08-11,26,36,40,46,49,51,0,39,3766,true,false
1416,2012-08-15,3,19,22,24,35,49,2,206,14457,false,false
1417,2012-08-18,5,12,45,52,56,59,4,83,6383,false,false
1418,2012-08-22,7,8,10,12,27,56,0,188,11107,true,false
1419,2012-08-25,17,21,30,48,52,58,0,56,3828,true,false
1420,2012-08-29,2,11,16,18,36,45,0,129,9189,true,false
1421,2012-09-01,19,31,39,44,53,59,1,142,8046,false,false
1422,2012-09-05,2,5,13,17,39,44,1,250,12007,false,false
1423,2012-09-08,3,8,21,25,27,43,3,187,8340,false,false
1424,2012-09-12,3,7,15,29,38,60,0,83,6625,true,false
1425,2012-09-15,7,16,29,36,38,50,1,82,6460,false,false
1426,2012-09-19,6,15,18,24,30,44,0,67,5957,true,false
1427,2012-09-22,8,39,44,47,53,56,0,73,4824,true,false
1428,2012-09-26,7,15,19,34,37,55,1,204,9777,false,false
1429,2012-09-29,9,12,22,39,48,60,0,59,4805,true,false
1430,2012-10-03,2,19,22,30,46,52,0,87,6685,true,false
1431,2012-10-06,5,9,13,33,40,54,0,278,17721,true,false
1432,2012-10-10,16,24,25,42,45,59,0,124,10268,true,false
1433,2012-10-13,4,13,14,40,46,52,1,124,9358,false,false
1434,2012-10-17,3,18,22,34,55,58,2,116,6335,false,false
1435,2012-10-20,4,15,45,47,50,52,0,93,6915,true,false
1436,2012-10-24,1,13,23,24,30,57,0,127,9275,true,false
1437,2012-10-27,22,23,26,37,38,48,0,107,8856,true,false
1438,2012-10-31,7,14,31,33,36,49,2,712,19524,false,false
1439,2012-11-03,2,34,35,42,43,55,0,45,3961,true,false
1440,2012-11-07,2,6,28,36,51,56,1,148,11068,false,false
1441,2012-11-10,17,29,36,38,53,56,0,66,5471,true,false
1442,2012-11-14,12,13,20,30,34,49,0,80,6274,true,false
1443,2012-11-17,12,20,32,48,52,54,0,72,5984,true,false
1444,2012-11-21,2,5,27,28,48,55,0,175,11165,true,false
1445,2012-11-24,5,19,32,41,49,58,1,133,10497,false,false
1446,2012-11-28,6,13,24,32,40,51,1,87,5521,false,false
1447,2012-12-01,1,19,28,33,39,41,0,51,4339,true,false
1448,2012-12-05,1,25,29,36,56,60,0,83,6212,true,false
1449,2012-12-08,2,6,18,30,52,56,0,116,8481,true,false
1450,2012-12-12,26,27,31,38,44,45,0,88,7146,true,false
1451,2012-12-15,2,10,11,33,52,57,0,164,12868,true,false
1452,2012-12-18,2,14,28,50,57,58,0,60,5878,true,false
1453,2012-12-20,6,13,25,32,47,57,0,282,14237,true,false
1454,2012-12-22,4,27,29,41,48,52,0,144,11007,true,false
1455,2012-12-31,14,32,33,36,41,52,3,1368,113258,false,false
1456,2013-01-02,6,8,14,26,36,40,0,24,2685,true,false
1457,2013-01-05,15,16,34,42,46,59,0,96,6867,true,false
1458,2013-01-09,2,4,16,33,44,51,0,134,9515,true,false
1459,2013-01-12,2,6,30,34,35,52,1,147,11563,false,false
1460,2013-01-16,4,14,27,38,50,52,0,103,7074,true,false
1461,2013-01-19,31,36,44,47,49,54,0,99,6683,true,false
1462,2013-01-23,5,9,25,27,38,40,1,392,12264,false,false
1463,2013-01-26,13,22,28,29,40,48,0,46,4520,true,false
1464,2013-01-30,2,24,32,50,54,59,0,76,5570,true,false
1465,2013-02-02,6,11,16,26,44,53,0,117,7939,true,false
1466,2013-02-06,4,6,13,34,37,51,1,213,15287,false,false
1467,2013-02-09,23,24,26,41,52,53,1,75,3925,false,false
1468,2013-02-13,1,2,10,19,20,37,1,179,6493,false,false
1469,2013-02-16,4,13,35,54,56,58,0,105,6920,true,false
1470,2013-02-20,2,34,36,38,51,55,2,172,9203,false,false
1471,2013-02-23,10,25,33,36,40,58,0,92,5159,true,false
1472,2013-02-27,12,18,23,25,45,50,0,130,7002,true,false
1473,2013-03-02,2,12,33,57,58,60,0,121,8300,true,false
1474,2013-03-06,1,2,3,11,28,43,1,158,11838,false,false
1475,2013-03-09,12,13,37,44,48,51,1,111,9065,false,false
1476,2013-03-13,4,10,26,37,47,57,0,58,4681,true,false
1477,2013-03-16,3,4,46,50,56,59,0,58,4036,true,false
1478,2013-03-20,10,27,37,40,47,55,0,56,4924,true,false
1479,2013-03-23,21,48,50,54,57,60,0,59,5006,true,false
1480,2013-03-27,9,14,21,26,36,52,1,151,11395,false,false
1481,2013-03-30,17,27,28,40,44,55,0,46,3154,true,false
1482,2013-04-03,6,9,11,34,41,53,0,79,5433,true,false
1483,2013-04-06,1,35,39,53,55,56,0,53,4817,true,false
1484,2013-04-10,17,20,24,29,49,53,0,85,7114,true,false
1485,2013-04-13,4,27,30,36,54,59,0,212,12408,true,false
1486,2013-04-17,1,6,10,34,40,54,1,174,12128,false,false
1487,2013-04-20,4,9,17,23,28,53,0,198,9593,true,false
1488,2013-04-24,4,22,25,38,45,51,1,144,7105,false,false
1489,2013-04-27,1,15,24,26,28,48,1,86,5462,false,false
1490,2013-05-02,1,3,31,32,43,52,0,73,4902,true,false
1491,2013-05-04,6,26,45,50,56,60,0,74,5450,true,false
1492,2013-05-08,4,9,18,44,46,48,1,232,12719,false,false
1493,2013-05-11,7,12,24,27,30,49,2,137,9075,false,false
1494,2013-05-15,2,14,24,28,35,50,0,68,5746,true,false
1495,2013-05-18,4,13,14,44,49,57,0,140,9828,true,false
1496,2013-05-22,14,18,28,41,47,54,0,106,8337,true,false
1497,2013-05-25,4,5,7,27,45,58,0,252,17540,true,false
1498,2013-05-29,6,11,27,40,46,49,0,237,14820,true,false
1499,2013-06-01,8,22,26,33,37,54,1,295,18276,false,false
1500,2013-06-05,10,18,31,43,57,59,1,81,7055,false,false
1501,2013-06-08,1,7,13,29,37,54,1,238,11210,false,false
1502,2013-06-12,6,22,43,51,52,57,0,48,3580,true,false
1503,2013-06-15,3,4,16,22,36,42,0,111,8448,true,false
1504,2013-06-19,2,10,12,30,41,42,0,74,5957,true,false
1505,2013-06-22,1,2,6,9,16,32,0,263,15199,true,false
1506,2013-06-26,3,14,18,34,42,49,0,182,10892,true,false
1507,2013-06-29,24,46,50,51,52,56,0,93,7021,true,false
1508,2013-07-03,17,18,30,35,39,58,2,115,10276,false,false
1509,2013-07-06,1,6,27,46,51,59,0,71,5633,true,false
1510,2013-07-10,1,8,17,44,46,53,1,95,9101,false,false
1511,2013-07-13,4,8,17,29,31,45,0,138,7658,true,false
1512,2013-07-17,11,28,35,42,46,58,0,94,5874,true,false
1513,2013-07-20,17,28,31,56,57,58,0,44,4837,true,false
1514,2013-07-24,16,17,23,42,59,60,1,66,6219,false,false
1515,2013-07-27,4,13,14,18,49,59,1,111,8567,false,false
1516,2013-07-31,4,18,20,34,45,60,1,56,3946,false,false
1517,2013-08-03,7,17,38,45,52,56,0,60,5366,true,false
1518,2013-08-06,8,9,28,41,48,55,0,28,2892,true,false
1519,2013-08-08,5,6,15,23,56,59,0,72,5886,true,false
1520,2013-08-10,7,31,35,36,46,48,0,43,5886,true,false
1521,2013-08-14,11,14,18,30,33,39,1,134,9266,false,false
1522,2013-08-17,5,8,23,32,33,56,0,93,6765,true,false
1523,2013-08-21,22,25,31,39,41,44,0,61,4254,true,false
1524,2013-08-24,2,12,40,46,52,53,0,53,4637,true,false
1525,2013-08-28,2,26,30,35,46,54,0,67,6260,true,false
1526,2013-08-31,10,16,28,47,51,59,1,149,10735,false,false
1527,2013-09-04,16,32,36,42,44,48,0,92,5439,true,false
1528,2013-09-06,4,13,15,19,36,58,0,101,7347,true,false
1529,2013-09-11,11,15,17,34,35,49,1,75,6622,false,false
1530,2013-09-14,10,16,28,33,48,53,2,138,9644,false,false
1531,2013-09-18,12,13,24,41,42,44,0,108,5944,true,false
1532,2013-09-21,2,11,23,31,42,44,3,91,5676,false,false
1533,2013-09-25,13,21,29,34,47,57,0,89,5659,true,false
1534,2013-09-28,1,12,28,29,34,48,1,89,6196,false,false
1535,2013-10-02,8,9,25,41,54,55,0,63,6058,true,false
1536,2013-10-05,13,18,29,32,50,58,0,89,7408,true,false
1537,2013-10-09,6,10,33,50,51,56,1,209,11870,false,false
1538,2013-10-11,23,27,35,52,53,57,1,132,5238,false,false
1539,2013-10-16,8,10,20,26,49,58,0,53,4366,true,false
1540,2013-10-19,3,17,27,32,47,54,0,299,14429,true,false
1541,2013-10-23,5,24,37,44,49,58,0,205,12026,true,false
1542,2013-10-26,7,11,12,30,39,57,0,154,11783,true,false
1543,2013-10-30,7,15,20,23,30,41,0,182,13138,true,false
1544,2013-11-01,2,21,30,35,45,50,0,152,10385,true,false
1545,2013-11-06,4,6,11,24,45,48,1,680,45410,false,false
1546,2013-11-09,4,17,38,44,53,60,0,100,6673,true,false
1547,2013-11-13,2,9,10,18,21,28,1,227,11559,false,false
1548,2013-11-16,19,41,42,44,47,54,0,45,3429,true,false
1549,2013-11-20,10,12,16,20,32,53,1,66,6564,false,false
1550,2013-11-23,9,13,21,27,36,56,1,229,14109,false,false
1551,2013-11-27,2,15,19,21,23,38,1,131,7631,false,false
1552,2013-11-30,7,18,24,26,39,46,0,122,7839,true,false
1553,2013-12-04,20,21,22,29,46,60,0,48,3788,true,false
1554,2013-12-07,30,32,49,50,52,53,0,60,4098,true,false
1555,2013-12-11,2,5,23,33,52,59,0,167,13033,true,false
1556,2013-12-14,1,4,7,10,11,52,0,549,26705,true,false
1557,2013-12-17,4,16,18,31,45,46,0,123,8744,true,false
1558,2013-12-19,7,15,17,31,42,54,0,186,11538,true,false
1559,2013-12-21,8,12,16,29,37,58,1,317,16431,false,false
1560,2013-12-31,20,30,36,38,47,53,4,1147,90376,false,false
1561,2014-01-02,23,26,28,54,55,60,0,20,1669,true,false
1562,2014-01-04,10,12,23,37,47,51,0,59,4384,true,false
1563,2014-01-09,1,6,13,20,36,43,1,202,10395,false,false
1564,2014-01-11,25,38,44,46,53,54,1,71,5602,false,false
1565,2014-01-15,18,37,39,41,43,51,0,52,5157,true,false
1566,2014-01-18,5,6,11,32,36,60,1,133,8797,false,false
1567,2014-01-22,2,15,30,38,48,53,0,59,4463,true,false
1568,2014-01-25,19,24,25,28,42,58,0,103,7192,true,false
1569,2014-01-29,5,15,18,31,42,53,0,81,6718,true,false
1570,2014-02-01,15,18,24,42,46,56,0,225,11903,true,false
1571,2014-02-05,3,29,32,46,55,60,0,176,11857,true,false
1572,2014-02-08,20,27,42,45,46,47,0,93,11613,true,false
1573,2014-02-12,7,16,21,35,36,38,0,230,19015,true,false
1574,2014-02-15,6,27,28,33,46,48,0,459,29794,true,false
1575,2014-02-19,1,4,5,14,45,56,1,709,42590,false,false
1576,2014-02-22,13,15,21,26,30,46,0,88,5886,true,false
1577,2014-02-26,11,14,25,32,51,59,1,86,6004,false,false
1578,2014-03-01,3,6,30,37,53,56,0,107,6347,true,false
1579,2014-03-05,25,34,40,49,51,60,0,23,2180,true,false
1580,2014-03-08,1,6,14,17,33,36,2,378,20400,false,false
1581,2014-03-12,14,15,25,30,31,34,0,41,4202,true,false
1582,2014-03-15,1,4,13,17,38,48,1,125,10807,false,false
1583,2014-03-19,2,9,17,18,45,47,0,130,7907,true,false
1584,2014-03-22,3,22,27,28,50,54,0,97,7379,true,false
1585,2014-03-26,2,43,47,48,49,55,0,103,8235,true,false
1586,2014-03-29,8,39,43,46,47,58,0,150,10556,true,false
1587,2014-04-02,8,19,21,30,52,56,0,179,12440,true,false
1588,2014-04-05,23,29,32,36,45,49,2,353,21216,false,false
1589,2014-04-09,4,5,11,19,41,51,0,87,7815,true,false
1590,2014-04-12,7,20,34,40,44,55,0,89,8050,true,false
1591,2014-04-16,4,10,23,33,38,55,1,278,16180,false,false
1592,2014-04-19,31,36,38,41,42,49,0,23,2341,true,false
1593,2014-04-23,4,9,17,18,21,38,1,136,8689,false,false
1594,2014-04-26,6,7,8,23,43,53,0,71,6341,true,false
1595,2014-04-30,2,5,8,42,46,59,2,236,12387,false,false
1596,2014-05-03,1,5,7,10,12,45,1,380,16970,false,false
1597,2014-05-07,5,10,16,44,50,52,0,57,5638,true,false
1598,2014-05-10,29,31,36,42,47,53,0,121,6776,true,false
1599,2014-05-14,3,10,15,35,36,58,1,135,8922,false,false
1600,2014-05-17,9,23,32,35,46,57,1,110,8443,false,false
1601,2014-05-21,8,10,24,45,56,60,0,90,5373,true,false
1602,2014-05-24,8,12,22,35,40,44,1,69,6039,false,false
1603,2014-05-28,13,20,27,31,53,60,0,64,4652,true,false
1604,2014-05-31,2,21,24,27,40,51,0,62,5333,true,false
1605,2014-06-04,9,19,21,30,31,42,0,87,6694,true,false
1606,2014-06-07,1,15,37,42,46,54,1,101,9327,false,false
1607,2014-06-11,7,31,32,41,51,52,0,91,2820,true,false
1608,2014-06-14,5,6,17,43,54,59,0,79,5998,true,false
1609,2014-06-18,2,6,13,26,53,60,0,140,8573,true,false
1610,2014-06-21,1,4,9,35,36,53,0,173,9626,true,false
1611,2014-06-25,24,28,47,50,51,58,0,97,6367,true,false
1612,2014-06-28,6,13,17,36,42,51,2,261,16822,false,false
1613,2014-07-02,4,18,31,44,46,49,0,103,5801,true,false
1614,2014-07-05,14,17,21,27,43,49,1,149,7458,false,false
1615,2014-07-09,5,20,26,31,33,44,0,71,5701,true,false
1616,2014-07-12,28,31,40,42,46,58,0,185,6475,true,false
1617,2014-07-16,3,23,26,31,47,54,2,265,13116,false,false
1618,2014-07-19,9,20,24,43,51,52,1,32,3161,false,false
1619,2014-07-23,5,8,17,42,46,47,0,92,7438,true,false
1620,2014-07-26,13,23,27,34,38,57,0,136,9539,true,false
1621,2014-07-30,10,22,24,38,39,49,1,81,6823,false,false
1622,2014-08-02,4,5,7,21,45,53,0,107,7833,true,false
1623,2014-08-05,33,43,49,50,56,59,0,28,1825,true,false
1624,2014-08-07,2,27,32,41,47,58,0,76,4576,true,false
1625,2014-08-09,11,22,36,40,45,52,0,77,6419,true,false
1626,2014-08-13,3,5,14,35,43,52,0,158,12451,true,false
1627,2014-08-16,20,26,32,41,45,57,1,130,9306,false,false
1628,2014-08-20,26,29,34,38,50,60,0,36,2795,true,false
1629,2014-08-23,4,20,24,35,47,59,0,92,5701,true,false
1630,2014-08-27,1,7,30,43,44,54,0,81,6412,true,false
1631,2014-08-30,4,29,44,47,48,60,0,140,9659,true,false
1632,2014-09-03,6,18,24,27,56,59,1,244,16339,false,false
1633,2014-09-06,1,2,11,13,36,49,0,99,7430,true,false
1634,2014-09-10,9,10,23,33,44,51,1,110,6257,false,false
1635,2014-09-13,8,23,28,30,32,51,0,112,6874,true,false
1636,2014-09-17,19,26,33,35,51,52,0,90,8474,true,false
1637,2014-09-20,1,5,24,47,55,56,0,144,11489,true,false
1638,2014-09-24,1,2,38,41,42,58,0,143,9363,true,false
1639,2014-09-27,16,29,34,35,49,51,2,228,13321,false,false
1640,2014-10-01,2,6,18,23,31,46,2,253,12809,false,false
1641,2014-10-04,23,29,30,33,46,51,0,47,4951,true,false
1642,2014-10-08,3,23,42,43,47,60,0,53,5355,true,false
1643,2014-10-11,16,19,20,28,37,60,0,60,5152,true,false
1644,2014-10-15,10,13,16,22,34,60,0,92,8884,true,false
1645,2014-10-18,8,18,21,31,37,38,0,137,8400,true,false
1646,2014-10-22,19,23,34,40,41,58,0,126,10700,true,false
1647,2014-10-25,12,17,23,38,53,54,1,259,20655,false,false
1648,2014-10-29,15,16,18,20,22,48,0,98,5545,true,false
1649,2014-11-01,24,33,38,42,44,54,0,99,7522,true,false
1650,2014-11-05,17,23,29,38,57,60,0,133,10962,true,false
1651,2014-11-08,8,27,35,38,41,44,0,145,12024,true,false
1652,2014-11-12,7,24,26,28,44,57,0,391,22215,true,false
1653,2014-11-14,1,21,22,27,32,45,0,134,12071,true,false
1654,2014-11-19,7,16,33,42,50,58,0,249,19592,true,false
1655,2014-11-22,7,24,28,46,53,56,2,704,39616,false,false
1656,2014-11-26,4,6,11,43,54,56,0,55,5037,true,false
1657,2014-11-29,7,10,14,37,45,54,1,170,9969,false,false
1658,2014-12-03,7,11,19,23,40,49,1,110,7011,false,false
1659,2014-12-06,4,10,20,33,37,49,0,95,6810,true,false
1660,2014-12-10,8,17,34,38,42,51,1,218,11526,false,false
1661,2014-12-13,13,16,27,43,48,58,0,70,6712,true,false
1662,2014-12-17,10,14,25,29,33,57,2,160,8641,false,false
1663,2014-12-20,18,20,27,40,49,55,0,28,3524,true,false
1664,2014-12-24,8,21,23,29,36,48,1,131,8211,false,false
1665,2014-12-31,1,5,11,16,20,56,4,2581,168546,false,false
1666,2015-01-03,1,2,23,27,45,51,0,82,5042,true,false
1667,2015-01-07,7,12,24,44,51,56,1,143,7934,false,false
1668,2015-01-10,5,40,47,52,55,57,0,42,3171,true,false
1669,2015-01-14,28,29,31,45,48,49,0,54,3941,true,false
1670,2015-01-17,1,17,19,30,33,47,0,132,10142,true,false
1671,2015-01-21,21,27,31,45,55,56,0,71,5343,true,false
1672,2015-01-24,1,3,5,10,20,42,1,566,28440,false,false
1673,2015-01-28,5,10,23,24,35,47,0,97,7613,true,false
1674,2015-01-31,22,30,42,50,58,59,0,49,2994,true,false
1675,2015-02-04,3,18,34,35,36,56,1,139,10903,false,false
1676,2015-02-07,1,2,11,37,48,51,0,46,4406,true,false
1677,2015-02-11,10,15,28,33,51,52,2,154,7597,false,false
1678,2015-02-14,9,11,17,19,35,52,0,111,6955,true,false
1679,2015-02-18,1,2,27,28,46,47,1,35,3289,false,false
1680,2015-02-21,23,37,38,46,47,51,1,298,5821,false,false
1681,2015-02-25,1,6,8,11,33,50,1,90,6663,false,false
1682,2015-02-28,7,13,35,37,39,51,0,201,8761,true,false
1683,2015-03-04,4,12,32,33,34,48,1,80,6925,false,false
1684,2015-03-07,9,12,18,31,39,50,0,49,4143,true,false
1685,2015-03-11,3,18,31,39,46,51,0,134,7584,true,false
1686,2015-03-14,9,14,37,44,46,55,3,117,8999,false,false
1687,2015-03-18,15,24,37,46,49,58,1,75,4522,false,false
1688,2015-03-21,18,23,30,32,42,56,0,47,4355,true,false
1689,2015-03-25,2,5,13,27,41,53,2,185,9634,false,false
1690,2015-03-28,21,24,26,35,45,53,0,63,5708,true,false
1691,2015-04-01,1,10,24,39,45,58,0,145,9387,true,false
1692,2015-04-04,11,13,14,27,44,56,0,180,12447,true,false
1693,2015-04-08,5,15,18,19,21,38,0,178,13997,true,false
1694,2015-04-11,20,29,34,37,45,57,1,348,10854,false,false
1695,2015-04-15,24,36,38,43,44,58,0,128,8910,true,false
1696,2015-04-18,1,12,17,31,37,46,1,135,9824,false,false
1697,2015-04-22,8,23,30,51,53,58,0,62,3593,true,false
